取引先コード,得意先名,取引日付,取引区分,伝票番号,行,商品コード,商品名,数量,単価,金額
0022,㈱川浦商事,2005/07/13,10,928,1,0053,電池－－－－－－－－－－－－－－－－－－－００５３,11,1010,11110
0022,㈱川浦商事,2005/07/13,10,928,2,0018,消臭剤－－－－－－－－－－－－－－－－－－００１８,11,7030,77330
0018,村本建設株式会社,2005/08/27,10,929,1,0061,米－－－－－－－－－－－－－－－－－－－－００６１,15,7120,106800
0018,村本建設株式会社,2005/08/27,10,929,2,0068,カー用品－－－－－－－－－－－－－－－－－００６８,18,6820,122760
0044,㈱丸内コーポレーション,2005/07/13,10,930,1,0062,家具－－－－－－－－－－－－－－－－－－－００６２,19,2850,54150
0044,㈱丸内コーポレーション,2005/07/13,10,930,2,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,6,9670,58020
0044,㈱丸内コーポレーション,2005/07/13,10,930,3,0021,パソコンサプライ－－－－－－－－－－－－－００２１,5,2200,11000
0025,山高商店株式会社,2005/06/27,10,931,1,0066,風邪薬－－－－－－－－－－－－－－－－－－００６６,19,4950,94050
0025,山高商店株式会社,2005/06/27,10,931,2,0014,ゲーム機－－－－－－－－－－－－－－－－－００１４,8,7100,56800
0025,山高商店株式会社,2005/06/27,10,931,3,0001,スポーツ用品－－－－－－－－－－－－－－－０００１,10,8820,88200
0025,山高商店株式会社,2005/06/27,10,931,4,0089,一般家電－－－－－－－－－－－－－－－－－００８９,3,5650,16950
0046,本村商事株式会社,2005/06/24,10,932,1,0042,ゲーム機－－－－－－－－－－－－－－－－－００４２,5,9940,49700
0046,本村商事株式会社,2005/06/24,10,932,2,0041,電池－－－－－－－－－－－－－－－－－－－００４１,14,4430,62020
0046,本村商事株式会社,2005/07/08,10,933,1,0008,電池－－－－－－－－－－－－－－－－－－－０００８,12,610,7320
0046,本村商事株式会社,2005/07/20,10,934,1,0034,清涼飲料水－－－－－－－－－－－－－－－－００３４,4,400,1600
0046,本村商事株式会社,2005/07/20,10,934,2,0032,パソコン本体－－－－－－－－－－－－－－－００３２,14,4660,65240
0046,本村商事株式会社,2005/07/20,10,934,3,0004,パン－－－－－－－－－－－－－－－－－－－０００４,17,2180,37060
0046,本村商事株式会社,2005/07/20,10,934,4,0031,パソコン周辺機器－－－－－－－－－－－－－００３１,20,5020,100400
0013,原本商店株式会社,2005/08/16,10,935,1,0054,冷凍食品－－－－－－－－－－－－－－－－－００５４,5,9420,47100
0013,原本商店株式会社,2005/08/16,10,935,2,0035,照明－－－－－－－－－－－－－－－－－－－００３５,17,2050,34850
0048,岡原コーポレーション株式会社,2005/08/11,10,936,1,0036,一般家電－－－－－－－－－－－－－－－－－００３６,8,9150,73200
0048,岡原コーポレーション株式会社,2005/08/11,10,936,2,0053,電池－－－－－－－－－－－－－－－－－－－００５３,13,1010,13130
0048,岡原コーポレーション株式会社,2005/08/11,10,936,3,0021,パソコンサプライ－－－－－－－－－－－－－００２１,11,2200,24200
0043,㈱高安商店,2005/07/05,10,937,1,0083,電池－－－－－－－－－－－－－－－－－－－００８３,10,2350,23500
0043,㈱高安商店,2005/07/05,10,937,2,0027,魚－－－－－－－－－－－－－－－－－－－－００２７,2,9240,18480
0043,㈱高安商店,2005/07/05,10,937,3,0083,電池－－－－－－－－－－－－－－－－－－－００８３,18,2350,42300
0011,本木コーポレーション株式会社,2005/06/21,10,938,1,0061,米－－－－－－－－－－－－－－－－－－－－００６１,9,7120,64080
0011,本木コーポレーション株式会社,2005/06/21,10,938,2,0063,パソコン周辺機器－－－－－－－－－－－－－００６３,17,1420,24140
0011,本木コーポレーション株式会社,2005/06/21,10,938,3,0064,米－－－－－－－－－－－－－－－－－－－－００６４,2,5200,10400
0011,本木コーポレーション株式会社,2005/06/21,10,938,4,0054,冷凍食品－－－－－－－－－－－－－－－－－００５４,10,9420,94200
0011,本木コーポレーション株式会社,2005/08/07,10,939,1,0081,パソコンサプライ－－－－－－－－－－－－－００８１,6,4440,26640
0011,本木コーポレーション株式会社,2005/08/07,10,939,2,0011,スポーツ用品－－－－－－－－－－－－－－－００１１,8,680,5440
0011,本木コーポレーション株式会社,2005/08/07,10,939,3,0092,パン－－－－－－－－－－－－－－－－－－－００９２,6,8280,49680
0011,本木コーポレーション株式会社,2005/08/07,10,939,4,0031,パソコン周辺機器－－－－－－－－－－－－－００３１,6,5020,30120
0023,本木商事株式会社,2005/08/08,10,940,1,0012,家具－－－－－－－－－－－－－－－－－－－００１２,7,2360,16520
0023,本木商事株式会社,2005/08/08,10,940,2,0037,米－－－－－－－－－－－－－－－－－－－－００３７,8,5850,46800
0023,本木商事株式会社,2005/08/08,10,940,3,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,11,3880,42680
0011,本木コーポレーション株式会社,2005/07/22,10,941,1,0036,一般家電－－－－－－－－－－－－－－－－－００３６,15,9150,137250
0011,本木コーポレーション株式会社,2005/07/22,10,941,2,0064,米－－－－－－－－－－－－－－－－－－－－００６４,5,5200,26000
0041,野吉システム株式会社,2005/06/03,10,942,1,0073,パソコン本体－－－－－－－－－－－－－－－００７３,9,780,7020
0041,野吉システム株式会社,2005/06/03,10,942,2,0044,パン－－－－－－－－－－－－－－－－－－－００４４,6,6500,39000
0004,㈱中鈴商店,2005/07/27,10,943,1,0054,冷凍食品－－－－－－－－－－－－－－－－－００５４,10,9420,94200
0004,㈱中鈴商店,2005/07/27,10,943,2,0039,パン－－－－－－－－－－－－－－－－－－－００３９,9,7440,66960
0036,㈱丸多商店,2005/09/07,10,944,1,0100,発泡酒－－－－－－－－－－－－－－－－－－０１００,7,4790,33530
0002,㈱木田商店,2005/09/02,10,945,1,0054,冷凍食品－－－－－－－－－－－－－－－－－００５４,1,9420,9420
0002,㈱木田商店,2005/09/02,10,945,2,0083,電池－－－－－－－－－－－－－－－－－－－００８３,11,2350,25850
0002,㈱木田商店,2005/09/02,10,945,3,0036,一般家電－－－－－－－－－－－－－－－－－００３６,12,9150,109800
0002,㈱木田商店,2005/09/02,10,945,4,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,3,3880,11640
0011,本木コーポレーション株式会社,2005/06/17,10,946,1,0055,パソコン本体－－－－－－－－－－－－－－－００５５,2,1940,3880
0011,本木コーポレーション株式会社,2005/06/17,10,946,2,0054,冷凍食品－－－－－－－－－－－－－－－－－００５４,15,9420,141300
0008,株式会社杉尾コーポレーション,2005/07/06,10,947,1,0041,電池－－－－－－－－－－－－－－－－－－－００４１,7,4430,31010
0008,株式会社杉尾コーポレーション,2005/07/06,10,947,2,0018,消臭剤－－－－－－－－－－－－－－－－－－００１８,5,7030,35150
0008,株式会社杉尾コーポレーション,2005/07/06,10,947,3,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,17,9670,164390
0008,株式会社杉尾コーポレーション,2005/07/06,10,947,4,0029,ドリンク－－－－－－－－－－－－－－－－－００２９,10,10010,100100
0013,原本商店株式会社,2005/08/15,10,948,1,0063,パソコン周辺機器－－－－－－－－－－－－－００６３,6,1420,8520
0018,村本建設株式会社,2005/06/14,10,949,1,0068,カー用品－－－－－－－－－－－－－－－－－００６８,4,6820,27280
0018,村本建設株式会社,2005/06/14,10,949,2,0078,魚－－－－－－－－－－－－－－－－－－－－００７８,2,9640,19280
0018,村本建設株式会社,2005/06/14,10,949,3,0061,米－－－－－－－－－－－－－－－－－－－－００６１,14,7120,99680
0018,村本建設株式会社,2005/06/14,10,949,4,0066,風邪薬－－－－－－－－－－－－－－－－－－００６６,12,4950,59400
0007,村岡システム株式会社,2005/06/01,10,950,1,0051,魚－－－－－－－－－－－－－－－－－－－－００５１,16,2250,36000
0007,村岡システム株式会社,2005/06/01,10,950,2,0018,消臭剤－－－－－－－－－－－－－－－－－－００１８,11,7030,77330
0007,村岡システム株式会社,2005/06/01,10,950,3,0018,消臭剤－－－－－－－－－－－－－－－－－－００１８,15,7030,105450
0009,㈱高野建設,2005/08/09,10,951,1,0080,パソコンサプライ－－－－－－－－－－－－－００８０,4,7460,29840
0033,㈱川吉コーポレーション,2005/08/27,10,952,1,0050,貴金属－－－－－－－－－－－－－－－－－－００５０,6,4750,28500
0033,㈱川吉コーポレーション,2005/08/27,10,952,2,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,11,9800,107800
0025,山高商店株式会社,2005/07/30,10,953,1,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,16,6250,100000
0025,山高商店株式会社,2005/07/30,10,953,2,0064,米－－－－－－－－－－－－－－－－－－－－００６４,11,5200,57200
0025,山高商店株式会社,2005/07/30,10,953,3,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,2,9670,19340
0025,山高商店株式会社,2005/07/30,10,953,4,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,7,9800,68600
0043,㈱高安商店,2005/07/31,10,954,1,0017,インスタントラーメン－－－－－－－－－－－００１７,1,9810,9810
0043,㈱高安商店,2005/07/31,10,954,2,0071,ゲーム機－－－－－－－－－－－－－－－－－００７１,2,10050,20100
0043,㈱高安商店,2005/07/31,10,954,3,0016,一般衣類－－－－－－－－－－－－－－－－－００１６,19,5310,100890
0043,㈱高安商店,2005/07/31,10,954,4,0061,米－－－－－－－－－－－－－－－－－－－－００６１,14,7120,99680
0027,株式会社村安商事,2005/08/12,10,955,1,0041,電池－－－－－－－－－－－－－－－－－－－００４１,5,4430,22150
0027,株式会社村安商事,2005/08/12,10,955,2,0017,インスタントラーメン－－－－－－－－－－－００１７,1,9810,9810
0042,㈱川鈴商店,2005/08/22,10,956,1,0013,一般衣類－－－－－－－－－－－－－－－－－００１３,13,8420,109460
0030,田内商事株式会社,2005/06/30,10,957,1,0010,貴金属－－－－－－－－－－－－－－－－－－００１０,9,580,5220
0030,田内商事株式会社,2005/06/30,10,957,2,0069,米－－－－－－－－－－－－－－－－－－－－００６９,3,5150,15450
0030,田内商事株式会社,2005/06/30,10,957,3,0014,ゲーム機－－－－－－－－－－－－－－－－－００１４,10,7100,71000
0050,原多建設株式会社,2005/06/15,10,958,1,0006,一般家電－－－－－－－－－－－－－－－－－０００６,18,6030,108540
0023,本木商事株式会社,2005/08/11,10,959,1,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,8,8300,66400
0023,本木商事株式会社,2005/08/11,10,959,2,0088,魚－－－－－－－－－－－－－－－－－－－－００８８,11,6820,75020
0023,本木商事株式会社,2005/08/11,10,959,3,0084,ドリンク－－－－－－－－－－－－－－－－－００８４,1,4940,4940
0023,本木商事株式会社,2005/08/11,10,959,4,0054,冷凍食品－－－－－－－－－－－－－－－－－００５４,6,9420,56520
